type,wavelen,m_Rrs,sd_Rrs,lo_Rrs,up_Rrs,m_nRrs,sd_nRrs,lo_nRrs,up_nRrs
1,400,0.020587314474496726,0.012589603967028108,0.006094702,0.047077469999999996,0.025223392304721974,0.008260043967207033,0.014772204637499347,0.04194959762459907
1,402,0.02016054834383107,0.0121609702287307,0.005998114,0.045570164,0.02473003856941483,0.007877967430699389,0.014617580383308019,0.04062603000878151
1,404,0.019738298774854855,0.011749973834166509,0.005856912000000001,0.044171418,0.024238979594397327,0.007517224541468911,0.014487289587793818,0.03935266586475551
1,406,0.019386126460417454,0.011423907651894645,0.0057550760000000005,0.042986974,0.023822215877132943,0.00723298306109772,0.014330330843442048,0.038328231005207644
1,408,0.01905147230332219,0.01112243135025494,0.005664726,0.041919942,0.023423813079315212,0.006972973861229174,0.014151269106388881,0.03735947023733177
1,410,0.0187351532481166,0.010845560775866347,0.005539926,0.040907729999999996,0.023044938037237592,0.006736464699946225,0.013962807377917528,0.03649755620895921
1,412,0.01845496901197968,0.010605847290732053,0.005431522,0.040006944,0.022707471919887864,0.006531844751153047,0.01376933085578869,0.03570194848746209
1,414,0.018160244670865817,0.010347967238572802,0.00533273,0.039113846,0.022356947212130482,0.006312476447344299,0.01356807190604935,0.034839511790608964
1,416,0.017826526328269674,0.010043784861638115,0.005233494,0.038009132,0.021968016932578053,0.006056833600159901,0.013408847460379363,0.03385103507200362
1,418,0.017474548182042825,0.009718867586514104,0.00514943,0.03687924399999999,0.02156180579315575,0.005785784143559415,0.013246158420970346,0.032733122570936406
1,420,0.017116102373718682,0.009387039888630853,0.005068238,0.035782872,0.021150512241783794,0.005510023001289381,0.013062880236904554,0.03163919094284974
1,422,0.016742379797455884,0.009041378488214116,0.004988674,0.034578516,0.02072356552575318,0.0052253773217463126,0.01290417576616715,0.03051622133106769
1,424,0.016365439199703614,0.008696687708395316,0.0049061800000000004,0.03341841,0.020293164365983867,0.00494524254842294,0.012729590982771063,0.029380799423638356
1,426,0.015950222199580092,0.0083223510431525,0.004819962,0.032156418,0.019819611800291882,0.00464587983002402,0.012550464024361463,0.028198847033261556
1,428,0.01551597740027176,0.007935799828257987,0.0047280659999999995,0.03078204,0.019324633768472498,0.004341781659463078,0.01230923849404959,0.026989540126615696
1,430,0.01503372394714091,0.007508880932480529,0.004627644,0.02930666,0.018777122285463126,0.004008168490176937,0.01207943756154936,0.025661428463278176
1,432,0.014497335240212374,0.0070423608080116456,0.004527352,0.027709137999999998,0.01816878421768923,0.0036457366022862314,0.011872211003190806,0.02422502368532799
1,434,0.013908996695072269,0.006542995905915691,0.00442727,0.025934938,0.017501217086573848,0.003259192666182868,0.011670511753573616,0.02269192743466596
1,436,0.013253982802272433,0.00599740513940066,0.00432948,0.024071427999999995,0.016759273249427407,0.0028350419161705417,0.01144858320243531,0.021027016183332463
1,438,0.012564097720143264,0.005435939555952809,0.004260575999999999,0.022177486,0.015977913982970937,0.002399861440926848,0.011254347401862819,0.019326902007457156
1,440,0.011790343319748028,0.004828586288814003,0.004183914,0.020109434,0.015098992354216634,0.00193310068491448,0.011043301883231212,0.017493976300069165
1,442,0.011028076420896654,0.004256347171676629,0.004117298,0.018150454,0.014228701918158348,0.0014995810955567197,0.010907713235127233,0.015761934784485853
1,444,0.010387953296282565,0.003795194117983173,0.004075006,0.016589668000000002,0.013494402393234885,0.0011611721256145438,0.010801999838434708,0.01437968919303773
1,446,0.009775921309126858,0.003373916784537143,0.00402962,0.015153182,0.012787729357294199,0.0008795094597711084,0.010690937098902271,0.01347607372758457
1,448,0.009244683890329763,0.003023102114404321,0.0039998279999999995,0.013974686,0.012170922716359263,0.0006895579125467072,0.010597637778826222,0.01282865330798818
1,450,0.008822252125478531,0.0027537218110043004,0.003977166,0.013099048,0.011678091799241128,0.0006015063150180369,0.010524574026137289,0.012374203239027817
1,452,0.008471676681486967,0.0025420179332341386,0.003944647999999999,0.012368692,0.011265142413942913,0.0005851014617614793,0.01029929311071948,0.012017767946128471
1,454,0.008219244609114464,0.002393618399063219,0.003924426,0.011878744,0.010967034717684267,0.0006070922112030324,0.009891066905006421,0.011768703824894772
1,456,0.008021170912683699,0.0022799102264326877,0.003901592,0.011470398,0.010732351784754006,0.0006416090338239649,0.009549548820004293,0.011591278845155869
1,458,0.007841329149067572,0.002182639529209102,0.00387643,0.011132983999999999,0.010517233398130446,0.0006817835277984363,0.00923958743276127,0.0114264714922821
1,460,0.007688006939607266,0.0021026125361681292,0.003861422,0.010845827999999998,0.010333083673882165,0.0007222897027513236,0.008959343371680516,0.011292217353765371
1,462,0.0075369228220328564,0.0020258113234340974,0.00384737,0.010589296,0.010150955117791136,0.0007647558327113522,0.008693222161954783,0.01115681333973559
1,464,0.007366768967518816,0.0019417050601575417,0.0038185719999999997,0.010300798,0.009945036684703097,0.0008128592067394846,0.008395119584795689,0.01099790404627748
1,466,0.007203643324688149,0.0018643688817979271,0.003789124,0.010030948,0.009747233119864643,0.0008630625780247835,0.008111411313591346,0.010869888750805893
1,468,0.007012518235148794,0.0017738389089318757,0.003766524,0.009687344,0.009514932673280529,0.0009182473180966783,0.00779001806692528,0.010713092748828083
1,470,0.006816249382487336,0.001682805263158303,0.0037423,0.00936119,0.009276064169355148,0.0009760539851645918,0.007464086172847451,0.010556821936093204
1,472,0.006622907317525004,0.0015958252002298192,0.003719482,0.009032952,0.00904041691175862,0.0010348073643039787,0.007152338781000557,0.010411013966161545
1,474,0.00642395410275409,0.0015096687170571379,0.00368399,0.00869373,0.008796616551758847,0.0010928283838553422,0.006834402475090594,0.010267989014139958
1,476,0.006228214562183521,0.0014297936294366523,0.0036612280000000003,0.00839059,0.008555064699063811,0.0011475105352715456,0.0065382265642330885,0.010116030058252864
1,478,0.006032668262319373,0.0013523350416087304,0.00362956,0.008091884,0.008312322363718401,0.0011972227331324284,0.006241536755853833,0.009963424158187253
1,480,0.005834417576880324,0.0012785102178590971,0.00359315,0.007798227999999999,0.008064114995151547,0.0012424134140757962,0.005956613512192188,0.009806327906549802
1,482,0.00564076871063357,0.0012088842078696888,0.003542324,0.00752587,0.007820237103344013,0.0012816467454182731,0.005677916901232347,0.009645057462698779
1,484,0.005436455292083496,0.0011397989160663023,0.003485386,0.0072355,0.007560728556528575,0.0013166764647536363,0.005397173980876538,0.009472922441051877
1,486,0.005227718135111786,0.0010734328974463182,0.003417926,0.0069479619999999985,0.007293672012529694,0.0013470084693949043,0.005118088789757537,0.00929821684813236
1,488,0.005007948962578728,0.0010082195075235476,0.003342472,0.00666427,0.007010693037761147,0.0013743609294437425,0.00482739765182126,0.00910748331191649
1,490,0.004752449933308638,0.0009336259782492234,0.003254008,0.0063287199999999995,0.006679940579327422,0.0013977137675659508,0.004505240980218904,0.008871129240337873
1,492,0.004487904614054572,0.0008617231747903607,0.0031527779999999997,0.005997303999999999,0.006335348484089621,0.0014162205205268407,0.004181531377310883,0.008634450816567158
1,494,0.004215129875262431,0.0007922116385207773,0.00304106,0.005670506,0.0059780816028813764,0.0014295373210398944,0.0038564644792680107,0.008384981276587605
1,496,0.003935096493763115,0.000724961989890002,0.002910636,0.0053125659999999995,0.005609329545641057,0.0014367886131265064,0.0035366243163952936,0.008113236456760927
1,498,0.0036562682092133,0.0006639411475946036,0.0027826400000000003,0.004946979999999999,0.0052394870412027315,0.0014365106165845883,0.0032246248763389213,0.007846226279626329
1,500,0.0033820492861553644,0.0006082369629647007,0.00262395,0.004608862,0.004872894303501944,0.0014266469310389134,0.0029238743633391837,0.007555614398353927
1,502,0.0031086898727923974,0.0005574342940035228,0.0024476520000000002,0.004257975999999999,0.004504407714862149,0.0014072016137766168,0.0026387558104652843,0.007238493387616076
1,504,0.0028224423379029275,0.0005083739645063968,0.002244184,0.003896698,0.004114505892534361,0.0013730936076224597,0.002348866797523293,0.006863632824094856
1,506,0.0025620623292577486,0.0004669369657316578,0.002044798,0.0035572619999999994,0.003756469301147267,0.0013304365730576718,0.0020932940461726368,0.0064848491655685285
1,508,0.0023111447671977214,0.00042853085258590844,0.001847588,0.00323317,0.00340799284907516,0.001276492519730542,0.001858609674952417,0.006075975838481209
1,510,0.0020973224453501244,0.00039713913642811465,0.001674856,0.0029512939999999997,0.003108722532192539,0.0012222164735431454,0.0016582481411255227,0.005700812948502014
1,512,0.001934594283067802,0.0003749065082508182,0.001542734,0.002737356,0.00287959411807948,0.0011766367897382516,0.001510925658191267,0.005402505512237139
1,514,0.0017974958058540255,0.00035697025554214725,0.0014273080000000002,0.0025608239999999993,0.0026851559384528387,0.0011337587170862935,0.0013869304101580787,0.005131357620981826
1,516,0.0017012068963813713,0.0003462504473306978,0.001341058,0.002446465999999999,0.0025481785916466,0.0011036669387079563,0.0012987631440788319,0.0049489336167235255
1,518,0.0016426828627886967,0.00034133396613558146,0.001285458,0.0023777199999999994,0.002465315453887968,0.0010879828204594772,0.0012456073567860635,0.004844551901478169
1,520,0.0016010218426577769,0.00033947654180386746,0.001242726,0.002330262,0.0024064108005073122,0.0010784353047995534,0.0012067569993233457,0.004771081543046948
1,522,0.0015725815215511879,0.0003397996927267711,0.001212354,0.002301442,0.0023664856642900654,0.0010740610977970158,0.0011776783200369738,0.004724921434624742
1,524,0.0015483870038285811,0.00034043226323661387,0.001185354,0.00227958,0.0023325953954784315,0.0010707826976234334,0.0011531455378436478,0.004679921277505097
1,526,0.001519855154995676,0.00034023365677868104,0.0011551180000000001,0.002252168,0.0022919572756617016,0.0010638468650423047,0.001125288891086053,0.004628187558576989
1,528,0.0014938541472150186,0.000340094279934595,0.001128064,0.0022273899999999997,0.00225478167038167,0.0010569816789023994,0.0010997071579694887,0.004576795439220111
1,530,0.0014642776114610371,0.00033893325330778965,0.00109835,0.00219547,0.0022120841002792675,0.0010469544414462005,0.0010720464106209221,0.004512957791627385
1,532,0.0014317675299493691,0.0003369899543546168,0.0010661520000000001,0.0021575120000000003,0.0021649362121232696,0.0010346902695400728,0.0010426792679937413,0.00444116694497071
1,534,0.0013964267407681878,0.00033398982561721785,0.001033712,0.0021173959999999997,0.0021134773480911023,0.0010198989425303816,0.0010110337418265895,0.004361583132139768
1,536,0.0013596222477460754,0.00033036798391118276,0.001000804,0.0020709759999999995,0.0020597195581305247,0.001003477663070372,0.0009786297531360537,0.004267280471521049
1,538,0.0013195653377794212,0.00032554401080182535,0.00096662,0.002020266,0.0020010609891623833,0.0009843826947124577,0.0009445262979300437,0.004167969059918358
1,540,0.0012757251068296878,0.0003195522749774545,0.000930086,0.0019645459999999997,0.0019366449246491929,0.0009622238544554631,0.0009076184188299275,0.004054604959397967
1,542,0.0012312062158824212,0.00031313163090830354,0.000893156,0.0019060799999999999,0.0018710308004854083,0.0009388300775461595,0.000871280770823612,0.003938936607035565
1,544,0.0011818169939483791,0.00030513799440275873,0.00085315,0.0018387439999999996,0.0017979803957681906,0.0009113910674566336,0.0008320422386633985,0.003805101126917228
1,546,0.0011343410979375104,0.00029736908687470363,0.0008141779999999999,0.001774608,0.001727636976925287,0.0008845419337668689,0.0007938835258590607,0.003675438346221916
1,548,0.0010870040237124878,0.0002891338280692678,0.000776668,0.0017098259999999998,0.001657459101503763,0.0008571885672804666,0.0007563742497752831,0.003547971082028173
1,550,0.001041958993454363,0.000280988985138143,0.0007421099999999999,0.0016489,0.0015906463243975971,0.0008307657006530986,0.0007217064779920381,0.003423801940077727
1,552,0.0010046358577250826,0.00027462736950947564,0.0007122960000000001,0.001597906,0.0015352889696528546,0.0008091998268325601,0.0006922445457308093,0.0033232979007464837
1,554,0.000971685432876375,0.00026918896649906477,0.000685546,0.00155426,0.0014863283534666347,0.0007900390549738959,0.0006664118249600263,0.0032315040897600827
1,556,0.000946231381993334,0.0002655245992981839,0.0006640940000000001,0.001520904,0.0014484935944829287,0.000775628164200958,0.0006457794107871158,0.0031622821465037737
1,558,0.000925026322094608,0.00026282679182004255,0.000645692,0.001494298,0.001416982632038887,0.0007639087838564562,0.0006286311836978824,0.0031054237256635314
1,560,0.0009015206879091051,0.0002592482181676063,0.0006265299999999999,0.001462966,0.0013819849177769414,0.0007502022865447752,0.0006096644819361119,0.0030403492145064178
1,562,0.0008802418945288418,0.0002561607801472623,0.000608558,0.0014348639999999999,0.0013502542741747018,0.0007377647102059647,0.0005925646895170464,0.00298386280241088
1,564,0.0008569904865999761,0.00025232214442862637,0.000589572,0.001404744,0.0013155606503810126,0.0007237626956684871,0.0005745598788618362,0.002916279549684861
1,566,0.0008314751809312119,0.00024777400711145837,0.000569328,0.001369704,0.0012774739261381086,0.0007081241813146971,0.0005547230766801053,0.002845313078165417
1,568,0.0008025899925898476,0.00024208306832830886,0.000547022,0.001328012,0.0012343043717875208,0.0006898551181656535,0.0005327682807236169,0.002762953665257929
1,570,0.0007703970161788322,0.00023529786140241452,0.0005226580000000001,0.001279716,0.001186118404717874,0.0006689748638676254,0.0005087641583263964,0.0026707044122382334
1,572,0.000736842765221685,0.00022794081092552968,0.000497634,0.00122972,0.0011359296143663212,0.0006471562848608783,0.0004839930736643747,0.0025787860338490013
1,574,0.0006966648758799563,0.00021838818557027754,0.000468662,0.001168422,0.0010756633391716555,0.0006198819290497333,0.00045512553960532604,0.002464948891572925
1,576,0.000653478580955908,0.00020763513899699278,0.00043816199999999997,0.001102126,0.0010107210269302638,0.0005896217386682254,0.0004244214814455095,0.002342792058764626
