type,wavelen,Rrs,SampleID,source,ID
1,350,0.012943513284277,92245,global,global 1 92245
1,352,0.012923484488448,92245,global,global 1 92245
1,354,0.0128960045909338,92245,global,global 1 92245
1,356,0.0128633624241752,92245,global,global 1 92245
1,358,0.0128285915104551,92245,global,global 1 92245
1,360,0.0127903588961894,92245,global,global 1 92245
1,362,0.0127503090181869,92245,global,global 1 92245
1,364,0.012708170691586,92245,global,global 1 92245
1,366,0.0126666271571241,92245,global,global 1 92245
1,368,0.0126232414665572,92245,global,global 1 92245
1,370,0.0125805750683487,92245,global,global 1 92245
1,372,0.0125343317507402,92245,global,global 1 92245
1,374,0.0124809480294187,92245,global,global 1 92245
1,376,0.0124213874789504,92245,global,global 1 92245
1,378,0.0123511231663674,92245,global,global 1 92245
1,380,0.0122672139308347,92245,global,global 1 92245
1,382,0.0121634067112655,92245,global,global 1 92245
1,384,0.0120144667172341,92245,global,global 1 92245
1,386,0.0118602047708497,92245,global,global 1 92245
1,388,0.0117018917716792,92245,global,global 1 92245
1,390,0.0115361622368608,92245,global,global 1 92245
1,392,0.0113513571171093,92245,global,global 1 92245
1,394,0.0111720358789725,92245,global,global 1 92245
1,396,0.0110159909523693,92245,global,global 1 92245
1,398,0.0108534210386372,92245,global,global 1 92245
1,400,0.0106797903948827,92245,global,global 1 92245
1,402,0.0105001097627057,92245,global,global 1 92245
1,404,0.0103102854994336,92245,global,global 1 92245
1,406,0.0101268266625824,92245,global,global 1 92245
1,408,0.00994530846567825,92245,global,global 1 92245
1,410,0.00976983765233878,92245,global,global 1 92245
1,412,0.00961090166120268,92245,global,global 1 92245
1,414,0.0094575059854035,92245,global,global 1 92245
1,416,0.00930629312523996,92245,global,global 1 92245
1,418,0.00916126786131569,92245,global,global 1 92245
1,420,0.00902281945548745,92245,global,global 1 92245
1,422,0.00888155421487731,92245,global,global 1 92245
1,424,0.00873913607692952,92245,global,global 1 92245
1,426,0.00858618224263224,92245,global,global 1 92245
1,428,0.00842517101210566,92245,global,global 1 92245
1,430,0.00825167695920459,92245,global,global 1 92245
1,432,0.00806898320476181,92245,global,global 1 92245
1,434,0.00788316278219077,92245,global,global 1 92245
1,436,0.00769532160600166,92245,global,global 1 92245
1,438,0.00751002640413464,92245,global,global 1 92245
1,440,0.00731229623147477,92245,global,global 1 92245
1,442,0.00712732831181821,92245,global,global 1 92245
1,444,0.00698133154572839,92245,global,global 1 92245
1,446,0.00683764898900278,92245,global,global 1 92245
1,448,0.00670926230390058,92245,global,global 1 92245
1,450,0.00660594284129596,92245,global,global 1 92245
1,452,0.00651138484864845,92245,global,global 1 92245
1,454,0.00644241191928526,92245,global,global 1 92245
1,456,0.00638518101568221,92245,global,global 1 92245
1,458,0.00632795253640642,92245,global,global 1 92245
1,460,0.00627547044784634,92245,global,global 1 92245
1,462,0.00621849005326869,92245,global,global 1 92245
1,464,0.00614978356567645,92245,global,global 1 92245
1,466,0.00608458736268977,92245,global,global 1 92245
1,468,0.00600336422831255,92245,global,global 1 92245
1,470,0.00591865271233684,92245,global,global 1 92245
1,472,0.00583579432590335,92245,global,global 1 92245
1,474,0.00574653429358148,92245,global,global 1 92245
1,476,0.00565480438508325,92245,global,global 1 92245
1,478,0.00555649933655328,92245,global,global 1 92245
1,480,0.00544947799898737,92245,global,global 1 92245
1,482,0.00533752967603524,92245,global,global 1 92245
1,484,0.0052127593392143,92245,global,global 1 92245
1,486,0.0050806978424364,92245,global,global 1 92245
1,488,0.00493732471115227,92245,global,global 1 92245
1,490,0.00476284428285031,92245,global,global 1 92245
1,492,0.00457732229361216,92245,global,global 1 92245
1,494,0.00438016232315738,92245,global,global 1 92245
1,496,0.00416975505135155,92245,global,global 1 92245
1,498,0.00395232828466775,92245,global,global 1 92245
1,500,0.00372832106042516,92245,global,global 1 92245
1,502,0.00349364387414798,92245,global,global 1 92245
1,504,0.00323350232761186,92245,global,global 1 92245
1,506,0.00298335493475597,92245,global,global 1 92245
1,508,0.00272711818008074,92245,global,global 1 92245
1,510,0.00249892944427535,92245,global,global 1 92245
1,512,0.00232029018094715,92245,global,global 1 92245
1,514,0.00217131563895926,92245,global,global 1 92245
1,516,0.00207155558895373,92245,global,global 1 92245
1,518,0.00201673053749782,92245,global,global 1 92245
1,520,0.00198271423705703,92245,global,global 1 92245
1,522,0.00196242716275437,92245,global,global 1 92245
1,524,0.00194576888925961,92245,global,global 1 92245
1,526,0.00192332688725811,92245,global,global 1 92245
1,528,0.00190287390787376,92245,global,global 1 92245
1,530,0.00187704372406632,92245,global,global 1 92245
1,532,0.00184637865429991,92245,global,global 1 92245
1,534,0.00181016809135847,92245,global,global 1 92245
1,536,0.00177003174266641,92245,global,global 1 92245
1,538,0.00172411554682472,92245,global,global 1 92245
1,540,0.00167233936727367,92245,global,global 1 92245
1,542,0.00161950615443561,92245,global,global 1 92245
1,544,0.00156025710822886,92245,global,global 1 92245
1,546,0.00150238694311548,92245,global,global 1 92245
1,548,0.00144264225813924,92245,global,global 1 92245
1,550,0.00138479019826655,92245,global,global 1 92245
1,552,0.00133749662408285,92245,global,global 1 92245
1,554,0.00129678608522338,92245,global,global 1 92245
1,556,0.00126681628227391,92245,global,global 1 92245
1,558,0.00124222214807602,92245,global,global 1 92245
1,560,0.0012137326198605,92245,global,global 1 92245
1,562,0.00118837986282223,92245,global,global 1 92245
1,564,0.00116017438963257,92245,global,global 1 92245
1,566,0.00112832678926289,92245,global,global 1 92245
1,568,0.00109160325697759,92245,global,global 1 92245
1,570,0.00105050562345408,92245,global,global 1 92245
1,572,0.00100722032281152,92245,global,global 1 92245
1,574,0.000954014741209081,92245,global,global 1 92245
1,576,0.000895749359444767,92245,global,global 1 92245
1,578,0.00083326756925774,92245,global,global 1 92245
1,580,0.000767528710492332,92245,global,global 1 92245
1,582,0.000700989260126177,92245,global,global 1 92245
1,584,0.000636702329898911,92245,global,global 1 92245
1,586,0.000577461274807451,92245,global,global 1 92245
1,588,0.000521679433636138,92245,global,global 1 92245
1,590,0.000466844412350093,92245,global,global 1 92245
1,592,0.000417727507923201,92245,global,global 1 92245
1,594,0.000371119320164489,92245,global,global 1 92245
1,596,0.000331757893332982,92245,global,global 1 92245
1,598,0.000298291843565371,92245,global,global 1 92245
1,600,0.000271303185072452,92245,global,global 1 92245
1,602,0.000251755865324741,92245,global,global 1 92245
1,604,0.00023712946138263,92245,global,global 1 92245
1,606,0.000228620404790333,92245,global,global 1 92245
1,608,0.000223261338483057,92245,global,global 1 92245
1,610,0.000220939717123303,92245,global,global 1 92245
1,612,0.000219987038535803,92245,global,global 1 92245
1,614,0.000218348943054781,92245,global,global 1 92245
1,616,0.000217060943431567,92245,global,global 1 92245
1,618,0.000215241572537003,92245,global,global 1 92245
1,620,0.000212861697685118,92245,global,global 1 92245
1,622,0.000210526186393738,92245,global,global 1 92245
1,624,0.00020815136255433,92245,global,global 1 92245
1,626,0.000205811391595116,92245,global,global 1 92245
1,628,0.000203620930864777,92245,global,global 1 92245
1,630,0.000201183576874131,92245,global,global 1 92245
1,632,0.000198352722619267,92245,global,global 1 92245
1,634,0.000195551724120318,92245,global,global 1 92245
1,636,0.000192682549473901,92245,global,global 1 92245
1,638,0.000189738023915518,92245,global,global 1 92245
1,640,0.000186504098516027,92245,global,global 1 92245
1,642,0.000182917863687476,92245,global,global 1 92245
1,644,0.000179185012960336,92245,global,global 1 92245
1,646,0.000175069737765316,92245,global,global 1 92245
1,648,0.000170516567746123,92245,global,global 1 92245
1,650,0.000165243710478303,92245,global,global 1 92245
1,652,0.000158600703164831,92245,global,global 1 92245
1,654,0.00015160165815047,92245,global,global 1 92245
1,656,0.000143879945702203,92245,global,global 1 92245
1,658,0.000136534399810031,92245,global,global 1 92245
1,660,0.000130444431292249,92245,global,global 1 92245
1,662,0.000125478908246994,92245,global,global 1 92245
1,664,0.000122104185518217,92245,global,global 1 92245
1,666,0.000119428744640941,92245,global,global 1 92245
1,668,0.000117451196740965,92245,global,global 1 92245
1,670,0.000115762890375126,92245,global,global 1 92245
1,672,0.000114111224003322,92245,global,global 1 92245
1,674,0.000112829154662693,92245,global,global 1 92245
1,676,0.000111451078453469,92245,global,global 1 92245
1,678,0.000109841205052983,92245,global,global 1 92245
1,680,0.000108012755306787,92245,global,global 1 92245
1,682,0.000106017002610726,92245,global,global 1 92245
1,684,0.0001039011654794,92245,global,global 1 92245
1,686,0.000101644418862161,92245,global,global 1 92245
1,688,9.91930729149765e-05,92245,global,global 1 92245
1,690,9.62213772472195e-05,92245,global,global 1 92245
1,692,9.32347425701506e-05,92245,global,global 1 92245
1,694,8.99289753289317e-05,92245,global,global 1 92245
1,696,8.63492548870263e-05,92245,global,global 1 92245
1,698,8.20392917145978e-05,92245,global,global 1 92245
1,700,7.69357609158835e-05,92245,global,global 1 92245
1,702,7.19660195733134e-05,92245,global,global 1 92245
1,704,6.68714345523986e-05,92245,global,global 1 92245
1,706,6.16495685523622e-05,92245,global,global 1 92245
1,708,5.65257119060093e-05,92245,global,global 1 92245
1,710,5.15616162446309e-05,92245,global,global 1 92245
1,712,4.68437124011696e-05,92245,global,global 1 92245
1,714,4.25300075365992e-05,92245,global,global 1 92245
1,716,3.86081076886316e-05,92245,global,global 1 92245
1,718,3.50859263522653e-05,92245,global,global 1 92245
1,720,3.18773605322586e-05,92245,global,global 1 92245
1,722,2.87897078715859e-05,92245,global,global 1 92245
1,724,2.60377861031649e-05,92245,global,global 1 92245
1,726,2.34259294271934e-05,92245,global,global 1 92245
1,728,2.11402978639996e-05,92245,global,global 1 92245
1,730,1.92257908731681e-05,92245,global,global 1 92245
1,732,1.75996753039651e-05,92245,global,global 1 92245
1,734,1.64149642008061e-05,92245,global,global 1 92245
1,736,1.56518840273158e-05,92245,global,global 1 92245
1,738,1.51373009575479e-05,92245,global,global 1 92245
1,740,1.48495041820889e-05,92245,global,global 1 92245
1,742,1.46876782374929e-05,92245,global,global 1 92245
1,744,1.45815992985246e-05,92245,global,global 1 92245
1,746,1.45512399879354e-05,92245,global,global 1 92245
1,748,1.45536202273754e-05,92245,global,global 1 92245
1,750,1.45815516699348e-05,92245,global,global 1 92245
1,752,1.46365896235441e-05,92245,global,global 1 92245
1,754,1.47068935915834e-05,92245,global,global 1 92245
1,756,1.480282899346e-05,92245,global,global 1 92245
1,758,1.48998848923931e-05,92245,global,global 1 92245
1,760,1.5011106817697e-05,92245,global,global 1 92245
1,762,1.51683618586452e-05,92245,global,global 1 92245
1,764,1.53599545508194e-05,92245,global,global 1 92245
1,766,1.55766143285598e-05,92245,global,global 1 92245
1,768,1.58294262232381e-05,92245,global,global 1 92245
1,770,1.61149406891165e-05,92245,global,global 1 92245
1,772,1.64428915371917e-05,92245,global,global 1 92245
1,774,1.68035180438185e-05,92245,global,global 1 92245
1,776,1.71725557159303e-05,92245,global,global 1 92245
1,778,1.75576519074441e-05,92245,global,global 1 92245
1,780,1.7982955097962e-05,92245,global,global 1 92245
1,782,1.84126424918048e-05,92245,global,global 1 92245
1,784,1.88377745818807e-05,92245,global,global 1 92245
1,786,1.92567262795955e-05,92245,global,global 1 92245
1,788,1.96183774156343e-05,92245,global,global 1 92245
1,790,1.99429992943411e-05,92245,global,global 1 92245
1,792,2.02023741096324e-05,92245,global,global 1 92245
1,794,2.03837754677077e-05,92245,global,global 1 92245
1,796,2.04825218565788e-05,92245,global,global 1 92245
1,798,2.04767314348723e-05,92245,global,global 1 92245
1,800,2.03487002259396e-05,92245,global,global 1 92245
1,802,2.00963237372032e-05,92245,global,global 1 92245
1,804,1.97347100344642e-05,92245,global,global 1 92245
1,806,1.92438690400608e-05,92245,global,global 1 92245
1,808,1.8685492403642e-05,92245,global,global 1 92245
1,810,1.80359496005629e-05,92245,global,global 1 92245
1,812,1.73040099254737e-05,92245,global,global 1 92245
1,814,1.6534585389128e-05,92245,global,global 1 92245
1,816,1.56895971557242e-05,92245,global,global 1 92245
1,818,1.48140445318389e-05,92245,global,global 1 92245
1,820,1.39850282072225e-05,92245,global,global 1 92245
1,822,1.31259895644347e-05,92245,global,global 1 92245
1,824,1.22848571006807e-05,92245,global,global 1 92245
1,826,1.14966803059002e-05,92245,global,global 1 92245
1,828,1.07679006918069e-05,92245,global,global 1 92245
1,830,1.0170976810953e-05,92245,global,global 1 92245
1,832,9.68978925548264e-06,92245,global,global 1 92245
1,834,9.31894525951832e-06,92245,global,global 1 92245
1,836,9.02229890868719e-06,92245,global,global 1 92245
1,838,8.74902673101997e-06,92245,global,global 1 92245
1,840,8.49375410075681e-06,92245,global,global 1 92245
1,842,8.23043797630162e-06,92245,global,global 1 92245
1,844,7.98250772004688e-06,92245,global,global 1 92245
1,846,7.76032759397682e-06,92245,global,global 1 92245
1,848,7.55000721221371e-06,92245,global,global 1 92245
1,850,7.37197186295939e-06,92245,global,global 1 92245
1,852,7.19851814282375e-06,92245,global,global 1 92245
1,854,7.03364575867039e-06,92245,global,global 1 92245
1,856,6.88067288239335e-06,92245,global,global 1 92245
1,858,6.73735376215229e-06,92245,global,global 1 92245
1,860,6.61460861699046e-06,92245,global,global 1 92245
1,862,6.50485917390097e-06,92245,global,global 1 92245
1,864,6.39757027551724e-06,92245,global,global 1 92245
1,866,6.29461357465337e-06,92245,global,global 1 92245
1,868,6.19352904875665e-06,92245,global,global 1 92245
1,870,6.09160665897563e-06,92245,global,global 1 92245
1,872,5.99140599154071e-06,92245,global,global 1 92245
1,874,5.8908539880315e-06,92245,global,global 1 92245
1,876,5.7908817272936e-06,92245,global,global 1 92245
1,878,5.6931557681542e-06,92245,global,global 1 92245
1,880,5.59719298810622e-06,92245,global,global 1 92245
1,882,5.50262942789069e-06,92245,global,global 1 92245
1,884,5.41001419700568e-06,92245,global,global 1 92245
