type,wavelen,Rrs,SampleID,source,ID
1,886,5.31584056305846e-06,92245,global,global 1 92245
1,888,5.21919863120684e-06,92245,global,global 1 92245
1,890,5.11997539580369e-06,92245,global,global 1 92245
1,892,5.01699428026463e-06,92245,global,global 1 92245
1,894,4.91152125325807e-06,92245,global,global 1 92245
1,896,4.81662649465559e-06,92245,global,global 1 92245
1,898,4.714587119717e-06,92245,global,global 1 92245
1,900,4.62081088828423e-06,92245,global,global 1 92245
2,350,0.00312547623618074,832,specific,specific 2 832
2,352,0.00317708072922393,832,specific,specific 2 832
2,354,0.00322748300438985,832,specific,specific 2 832
2,356,0.00327628313588024,832,specific,specific 2 832
2,358,0.00332287631080481,832,specific,specific 2 832
2,360,0.00336755334575579,832,specific,specific 2 832
2,362,0.00341079804023713,832,specific,specific 2 832
2,364,0.0034530003205347,832,specific,specific 2 832
2,366,0.00349483678771955,832,specific,specific 2 832
2,368,0.00353645083462731,832,specific,specific 2 832
2,370,0.00357852389829837,832,specific,specific 2 832
2,372,0.00362101270413498,832,specific,specific 2 832
2,374,0.00366383671468333,832,specific,specific 2 832
2,376,0.00370720417237256,832,specific,specific 2 832
2,378,0.00375080468108153,832,specific,specific 2 832
2,380,0.00379474294986296,832,specific,specific 2 832
2,382,0.00383913009896633,832,specific,specific 2 832
2,384,0.00388372391777927,832,specific,specific 2 832
2,386,0.0039275629844227,832,specific,specific 2 832
2,388,0.00397032577073756,832,specific,specific 2 832
2,390,0.00401086931395205,832,specific,specific 2 832
2,392,0.00404712665793603,832,specific,specific 2 832
2,394,0.00408119288659318,832,specific,specific 2 832
2,396,0.00411435876532927,832,specific,specific 2 832
2,398,0.00414400381709765,832,specific,specific 2 832
2,400,0.00417076235479472,832,specific,specific 2 832
2,402,0.00419558869987242,832,specific,specific 2 832
2,404,0.00421964412576616,832,specific,specific 2 832
2,406,0.00424627789256869,832,specific,specific 2 832
2,408,0.00427442719316133,832,specific,specific 2 832
2,410,0.00430426772825702,832,specific,specific 2 832
2,412,0.00433647252690024,832,specific,specific 2 832
2,414,0.00436874676397467,832,specific,specific 2 832
2,416,0.0043997330746589,832,specific,specific 2 832
2,418,0.00443036415575507,832,specific,specific 2 832
2,420,0.00446128622631976,832,specific,specific 2 832
2,422,0.00449215159454439,832,specific,specific 2 832
2,424,0.00452371423437144,832,specific,specific 2 832
2,426,0.00455344806624567,832,specific,specific 2 832
2,428,0.00458191224289208,832,specific,specific 2 832
2,430,0.00460598529081553,832,specific,specific 2 832
2,432,0.00462368300985725,832,specific,specific 2 832
2,434,0.00463308492317472,832,specific,specific 2 832
2,436,0.00462978578759645,832,specific,specific 2 832
2,438,0.00461396248451845,832,specific,specific 2 832
2,440,0.00457563671349348,832,specific,specific 2 832
2,442,0.00452268422580192,832,specific,specific 2 832
2,444,0.00447259338393481,832,specific,specific 2 832
2,446,0.00441232407683915,832,specific,specific 2 832
2,448,0.00435302518290238,832,specific,specific 2 832
2,450,0.004306834927142,832,specific,specific 2 832
2,452,0.00426670921291462,832,specific,specific 2 832
2,454,0.00424420322036497,832,specific,specific 2 832
2,456,0.0042328756866579,832,specific,specific 2 832
2,458,0.00422092169020848,832,specific,specific 2 832
2,460,0.00421228281345176,832,specific,specific 2 832
2,462,0.00420163909576302,832,specific,specific 2 832
2,464,0.00418191286334937,832,specific,specific 2 832
2,466,0.00415827567205491,832,specific,specific 2 832
2,468,0.0041238944130742,832,specific,specific 2 832
2,470,0.00408310805688474,832,specific,specific 2 832
2,472,0.00403795828056847,832,specific,specific 2 832
2,474,0.00398678023867393,832,specific,specific 2 832
2,476,0.0039304191348388,832,specific,specific 2 832
2,478,0.00387161343901445,832,specific,specific 2 832
2,480,0.00380572565287649,832,specific,specific 2 832
2,482,0.00373900663287201,832,specific,specific 2 832
2,484,0.00366245160265081,832,specific,specific 2 832
2,486,0.00357749655675838,832,specific,specific 2 832
2,488,0.00347866293309935,832,specific,specific 2 832
2,490,0.00335924462893717,832,specific,specific 2 832
2,492,0.00322574625407861,832,specific,specific 2 832
2,494,0.00307909474594265,832,specific,specific 2 832
2,496,0.00292106269368865,832,specific,specific 2 832
2,498,0.00275385319403225,832,specific,specific 2 832
2,500,0.00258349635242501,832,specific,specific 2 832
2,502,0.00240518836556881,832,specific,specific 2 832
2,504,0.00221096572345964,832,specific,specific 2 832
2,506,0.00202837817448253,832,specific,specific 2 832
2,508,0.00184783238468546,832,specific,specific 2 832
2,510,0.00169057750860536,832,specific,specific 2 832
2,512,0.00156780910258806,832,specific,specific 2 832
2,514,0.00146320846025923,832,specific,specific 2 832
2,516,0.00138783988021251,832,specific,specific 2 832
2,518,0.00134253986568287,832,specific,specific 2 832
2,520,0.0013095899988691,832,specific,specific 2 832
2,522,0.00128671971026742,832,specific,specific 2 832
2,524,0.00126778797219748,832,specific,specific 2 832
2,526,0.00124490909176561,832,specific,specific 2 832
2,528,0.00122446349971675,832,specific,specific 2 832
2,530,0.00120132039786852,832,specific,specific 2 832
2,532,0.00117547963081664,832,specific,specific 2 832
2,534,0.0011476199021976,832,specific,specific 2 832
2,536,0.00111818598308176,832,specific,specific 2 832
2,538,0.0010863990333643,832,specific,specific 2 832
2,540,0.00105136447802301,832,specific,specific 2 832
2,542,0.00101548107695175,832,specific,specific 2 832
2,544,0.000976011321672544,832,specific,specific 2 832
2,546,0.000937219248728965,832,specific,specific 2 832
2,548,0.000898553710913863,832,specific,specific 2 832
2,550,0.000862006833350926,832,specific,specific 2 832
2,552,0.000831228276235393,832,specific,specific 2 832
2,554,0.00080393444010594,832,specific,specific 2 832
2,556,0.000782748510306949,832,specific,specific 2 832
2,558,0.000764877065126299,832,specific,specific 2 832
2,560,0.000745400646532029,832,specific,specific 2 832
2,562,0.000727517926267798,832,specific,specific 2 832
2,564,0.00070833727384991,832,specific,specific 2 832
2,566,0.000686855067547365,832,specific,specific 2 832
2,568,0.000662669957511896,832,specific,specific 2 832
2,570,0.000635650718810171,832,specific,specific 2 832
2,572,0.00060743827053295,832,specific,specific 2 832
2,574,0.000573762310744739,832,specific,specific 2 832
2,576,0.000537571674292695,832,specific,specific 2 832
2,578,0.000499437527224246,832,specific,specific 2 832
2,580,0.000459969166439767,832,specific,specific 2 832
2,582,0.000420615261741234,832,specific,specific 2 832
2,584,0.000382692873343523,832,specific,specific 2 832
2,586,0.000347573997310268,832,specific,specific 2 832
2,588,0.000313962438611904,832,specific,specific 2 832
2,590,0.000280897004513998,832,specific,specific 2 832
2,592,0.000251373913692587,832,specific,specific 2 832
2,594,0.00022344349247423,832,specific,specific 2 832
2,596,0.000200010295075116,832,specific,specific 2 832
2,598,0.000180229574142252,832,specific,specific 2 832
2,600,0.000164265989942983,832,specific,specific 2 832
2,602,0.000152635541032405,832,specific,specific 2 832
2,604,0.000143696837880764,832,specific,specific 2 832
2,606,0.000138269973635222,832,specific,specific 2 832
2,608,0.000134504103525813,832,specific,specific 2 832
2,610,0.000132355850434253,832,specific,specific 2 832
2,612,0.000130941380470292,832,specific,specific 2 832
2,614,0.000129167189410252,832,specific,specific 2 832
2,616,0.000127715767951211,832,specific,specific 2 832
2,618,0.000125971807641472,832,specific,specific 2 832
2,620,0.000123873403398082,832,specific,specific 2 832
2,622,0.0001217769124031,832,specific,specific 2 832
2,624,0.000119634131818572,832,specific,specific 2 832
2,626,0.000117512885472223,832,specific,specific 2 832
2,628,0.000115522142550017,832,specific,specific 2 832
2,630,0.000113491463101809,832,specific,specific 2 832
2,632,0.000111346593259314,832,specific,specific 2 832
2,634,0.000109246893841839,832,specific,specific 2 832
2,636,0.000107126310318201,832,specific,specific 2 832
2,638,0.000104978257429759,832,specific,specific 2 832
2,640,0.000102738802498791,832,specific,specific 2 832
2,642,0.000100414816462233,832,specific,specific 2 832
2,644,9.80689546253787e-05,832,specific,specific 2 832
2,646,9.54826041560088e-05,832,specific,specific 2 832
2,648,9.26830845979859e-05,832,specific,specific 2 832
2,650,8.96134093110511e-05,832,specific,specific 2 832
2,652,8.59491014945783e-05,832,specific,specific 2 832
2,654,8.22151429990529e-05,832,specific,specific 2 832
2,656,7.82382868561234e-05,832,specific,specific 2 832
2,658,7.45056824995019e-05,832,specific,specific 2 832
2,660,7.1359147452602e-05,832,specific,specific 2 832
2,662,6.87017122527252e-05,832,specific,specific 2 832
2,664,6.68009458964102e-05,832,specific,specific 2 832
2,666,6.5231409535525e-05,832,specific,specific 2 832
2,668,6.40416859578855e-05,832,specific,specific 2 832
2,670,6.29955145186666e-05,832,specific,specific 2 832
2,672,6.19369028005027e-05,832,specific,specific 2 832
2,674,6.10250370784068e-05,832,specific,specific 2 832
2,676,6.0021389246557e-05,832,specific,specific 2 832
2,678,5.89033198797246e-05,832,specific,specific 2 832
2,680,5.76777247715786e-05,832,specific,specific 2 832
2,682,5.63568995751423e-05,832,specific,specific 2 832
2,684,5.49468145996534e-05,832,specific,specific 2 832
2,686,5.3442708905352e-05,832,specific,specific 2 832
2,688,5.18666229547219e-05,832,specific,specific 2 832
2,690,5.00806303329307e-05,832,specific,specific 2 832
2,692,4.83072620819501e-05,832,specific,specific 2 832
2,694,4.63999734071704e-05,832,specific,specific 2 832
2,696,4.43873566643332e-05,832,specific,specific 2 832
2,698,4.21311567619005e-05,832,specific,specific 2 832
2,700,3.95931019697017e-05,832,specific,specific 2 832
2,702,3.7099267233946e-05,832,specific,specific 2 832
2,704,3.45249826168134e-05,832,specific,specific 2 832
2,706,3.1924986976868e-05,832,specific,specific 2 832
2,708,2.93734031882574e-05,832,specific,specific 2 832
2,710,2.69023048681986e-05,832,specific,specific 2 832
2,712,2.45484691379324e-05,832,specific,specific 2 832
2,714,2.23722623307962e-05,832,specific,specific 2 832
2,716,2.03657943298786e-05,832,specific,specific 2 832
2,718,1.85399563288287e-05,832,specific,specific 2 832
2,720,1.68591373953532e-05,832,specific,specific 2 832
2,722,1.52223657475241e-05,832,specific,specific 2 832
2,724,1.37683130414189e-05,832,specific,specific 2 832
2,726,1.24049821711325e-05,832,specific,specific 2 832
2,728,1.12313704612898e-05,832,specific,specific 2 832
2,730,1.02629152538119e-05,832,specific,specific 2 832
2,732,9.42814483972479e-06,832,specific,specific 2 832
2,734,8.80625005246707e-06,832,specific,specific 2 832
2,736,8.3800225051111e-06,832,specific,specific 2 832
2,738,8.06694467885009e-06,832,specific,specific 2 832
2,740,7.86372292155923e-06,832,specific,specific 2 832
2,742,7.72155839918471e-06,832,specific,specific 2 832
2,744,7.60850379340886e-06,832,specific,specific 2 832
2,746,7.53608450621411e-06,832,specific,specific 2 832
2,748,7.48050466617577e-06,832,specific,specific 2 832
2,750,7.44168814807047e-06,832,specific,specific 2 832
2,752,7.41844315696595e-06,832,specific,specific 2 832
2,754,7.40308885514196e-06,832,specific,specific 2 832
2,756,7.40053503467234e-06,832,specific,specific 2 832
2,758,7.40102211253283e-06,832,specific,specific 2 832
2,760,7.41025673539242e-06,832,specific,specific 2 832
2,762,7.4392249804864e-06,832,specific,specific 2 832
2,764,7.4863975121389e-06,832,specific,specific 2 832
2,766,7.5467416447561e-06,832,specific,specific 2 832
2,768,7.62411082230584e-06,832,specific,specific 2 832
2,770,7.71644022799153e-06,832,specific,specific 2 832
2,772,7.82727788339143e-06,832,specific,specific 2 832
2,774,7.95240804471404e-06,832,specific,specific 2 832
2,776,8.08522161821928e-06,832,specific,specific 2 832
2,778,8.22632784695652e-06,832,specific,specific 2 832
2,780,8.38158877057903e-06,832,specific,specific 2 832
2,782,8.54008716816463e-06,832,specific,specific 2 832
2,784,8.70008189919176e-06,832,specific,specific 2 832
2,786,8.85705971793805e-06,832,specific,specific 2 832
2,788,8.99087040895395e-06,832,specific,specific 2 832
2,790,9.11219203341385e-06,832,specific,specific 2 832
2,792,9.20544510936723e-06,832,specific,specific 2 832
2,794,9.26961372781704e-06,832,specific,specific 2 832
2,796,9.30103209585148e-06,832,specific,specific 2 832
2,798,9.29430829310831e-06,832,specific,specific 2 832
2,800,9.24171946166928e-06,832,specific,specific 2 832
2,802,9.13794834799072e-06,832,specific,specific 2 832
2,804,8.99184387874541e-06,832,specific,specific 2 832
2,806,8.79417608839125e-06,832,specific,specific 2 832
2,808,8.56451268407353e-06,832,specific,specific 2 832
2,810,8.29571930500941e-06,832,specific,specific 2 832
2,812,7.99001364927036e-06,832,specific,specific 2 832
2,814,7.66169435215695e-06,832,specific,specific 2 832
2,816,7.29520726516188e-06,832,specific,specific 2 832
2,818,6.91274120660113e-06,832,specific,specific 2 832
2,820,6.55002316776718e-06,832,specific,specific 2 832
2,822,6.17851796258739e-06,832,specific,specific 2 832
2,824,5.82144345776731e-06,832,specific,specific 2 832
2,826,5.4965292548909e-06,832,specific,specific 2 832
2,828,5.19537662706411e-06,832,specific,specific 2 832
2,830,4.9433271741373e-06,832,specific,specific 2 832
2,832,4.72702486553902e-06,832,specific,specific 2 832
2,834,4.54362257719329e-06,832,specific,specific 2 832
2,836,4.38325452244378e-06,832,specific,specific 2 832
2,838,4.22706818265338e-06,832,specific,specific 2 832
2,840,4.07873157748301e-06,832,specific,specific 2 832
2,842,3.92837779434481e-06,832,specific,specific 2 832
2,844,3.78708626554611e-06,832,specific,specific 2 832
2,846,3.66074102893425e-06,832,specific,specific 2 832
2,848,3.54168851681174e-06,832,specific,specific 2 832
2,850,3.43723620309384e-06,832,specific,specific 2 832
2,852,3.33963643894247e-06,832,specific,specific 2 832
2,854,3.24884511432271e-06,832,specific,specific 2 832
2,856,3.16627399813196e-06,832,specific,specific 2 832
2,858,3.08989520368419e-06,832,specific,specific 2 832
2,860,3.02184377099688e-06,832,specific,specific 2 832
2,862,2.96023009897796e-06,832,specific,specific 2 832
2,864,2.90090193639484e-06,832,specific,specific 2 832
2,866,2.84518210767224e-06,832,specific,specific 2 832
2,868,2.79143560778196e-06,832,specific,specific 2 832
2,870,2.73758800384767e-06,832,specific,specific 2 832
2,872,2.68532348950714e-06,832,specific,specific 2 832
2,874,2.6339077417994e-06,832,specific,specific 2 832
2,876,2.58356399279379e-06,832,specific,specific 2 832
